23-FEB-07
"NSC","Agent Name"
"716435","MSI-1256F (squalamine lactate)"
"628280","MTP-PE (CGP19835A)"
"625377","Macrophage-CSF, recombinant human"
"635258","Macrophage-CSF, recombinant human (Genetics Institute)"
"345842","Mafosfamide"
"626122","Mafosfamide"
"719333","Marimistat"
"153858","Maytansine"
"762","Mechlorethamine hydrochloride"
"26386","Medroxyprogesterone acetate"
"71423","Megestrol acetate (Megace)"
"653041","Melacine"
"733611","Melanoma Tumor-Reactive Autologous Peripheral Blood Lymphocytes (PBL)"
"733610","Melanoma Tumor-Reactive Autologous Tumor Infiltrating Lymphocytes (TIL)"
"56423","Melatonin"
"70968","Melengestrol acetate"
"8806","Melphalan"
"269148","Menogaril"
"336628","Merbarone"
"755","Mercaptopurine"
"113891","Mesna"
"84032","Mestranol"
"64967","Methenolone enanthate"
"740","Methotrexate"
"45923","Methoxsalen"
"3801","Methoxyamine"
"50256","Methyl methanesulfonate"
"169868","Methylphenidate hydrochloride"
"19987","Methylprednisolone"
"92858","Methyltrienolone"
"69587","Metronidazole"
"51325","Meturedepa (AB-132)"
"72260","Mibolerone"
"661755","Michellamine B"
"656576","Midostaurin"
"652104","Mifepristone"
"743448","Minocycline-EDTA (M-EDTA)"
"261037","Misonidazole"
"24559","Mithramycin"
"284356","Mitindomide"
"77471","Mitocromin  (B 35251)"
"32946","Mitoguazone"
"26980","Mitomycin-C"
"72274","Mitopodozide"
"38721","Mitotane"
"301739","Mitoxantrone hydrochloride"
"353451","Mitozolomide (azolastone, mitolactol)"
"600657","MoAb 1.4"
"600658","MoAb 1.4 FAB"
"711516","MoAb 11-1F4, chimeric (ch:11-1F4; anti-amyloid monoclonal antibody)"
"623408","MoAb 14.18, chimeric (CH14.18)"
"624345","MoAb 14.G2a, murine"
"377963","MoAb 17-1A (edrecolomab; Panorex)"
"605541","MoAb 1F5"
"377527","MoAb 2A11 (anti-bombesin)"
"606863","MoAb 2A11-DTPA (anti-bombesin)"
"609103","MoAb 2A11-ITC-D (anti-bombesin)"
"673928","MoAb 2B1, bispecific"
"603571","MoAb 3-275 (Moab 95-5-49)"
"603572","MoAb 3-276 (Moab 95-6-22)"
"603570","MoAb 3A1"
"600661","MoAb 45-2D9"
"600653","MoAb 48.7"
"600654","MoAb 48.7 FAB"
"632306","MoAb 528 to EGF receptor, murine (MoAb 528-IGG2A)"
"600655","MoAb 8.2"
"600656","MoAb 8.2 FAB"
"607956","MoAb 9.2.27 FAB"
"605338","MoAb 9.2.27 FAB"
"600651","MoAb 96.5"
"600652","MoAb 96.5 FAB"
"613623","MoAb 96.5 FAB"
"651310","MoAb B3, murine"
"654782","MoAb B3-(CHX-A-DTPA)"
"643714","MoAb B3-1B4M-DTPA, murine"
"603568","MoAb B6.2 F(AB')"
"603567","MoAb B6.2F(AB')2"
"616344","MoAb B6.2F(ab')2 fragments"
"617590","MoAb B72.3 (Celltech)"
"616340","MoAb B72.3 (Damon)"
"616341","MoAb B72.3 (chelated)"
"626324","MoAb B72.3, chelated"
"624338","MoAb B72.3, chimeric (Celltech)"
"624342","MoAb B72.3, chimeric (Lederle)"
"616342","MoAb B72.3F(ab')2 bromelain fragments"
"616343","MoAb BL-3"
"620539","MoAb CC-46"
"620537","MoAb CC-49"
"623111","MoAb CC-49 to TAG-72, murine (Centocor)"
"647944","MoAb CC-49-PA-DOTA"
"620538","MoAb CC-83"
"620540","MoAb CC-92"
"624337","MoAb CEM-231 (Hybritech)"
"667939","MoAb CHCC49, chimeric"
"624343","MoAb COL-1 IgG"
"624340","MoAb COL-6 (Merrell Dow)"
"641116","MoAb D612, murine"
"639181","MoAb HD37-SMPT-DGA immunotoxin"
"603573","MoAb HeFi-1"
"696081","MoAb HuCC49DeltaCH2"
"624339","MoAb IMMU-14, murine (Immunomedics)"
"624344","MoAb IMMU-4 (immunomedics)"
"624341","MoAb IMMU-4 F(ab')2, murine (Immunomedics)"
"620363","MoAb L6"
"605542","MoAb LICO 28A32, Human"
"620858","MoAb LYM-1, murine"
"620859","MoAb LYM-2"
"659769","MoAb N901-blocked ricin immunotoxin (N901-bR)"
"624786","MoAb NR-Co-04, murine"
"615048","MoAb OVB-3"
"608918","MoAb R-24, murine"
"633416","MoAb RG 83852"
"633962","MoAb T101-Y90 (Hybritech)"
"631937","MoAb YT-90 anti-TAC"
"639185","MoAb anti-B4-Blocked Ricin (CD19)"
"644261","MoAb anti-transferrin A27.15"
"644262","MoAb anti-transferrin E2.3"
"369569","MoAb radiolabeled T101 conjugated with diethylenetriamine pentaacetic acid"
"607955","MoAb to B-lymphoma idiotype, murine (BL3-GD)"
"377524","MoAb to Tac (IL-2 receptor)"
"603569","MoAb, colorectal carcinoma"
"655528","MoAbs to human B-cell lymphoma anti-shared idiotype (S002)"
"655529","MoAbs to human B-cell lymphoma anti-shared idiotype (S003)"
"655530","MoAbs to human B-cell lymphoma anti-shared idiotype (S004)"
"655531","MoAbs to human B-cell lymphoma anti-shared idiotype (S005)"
"655532","MoAbs to human B-cell lymphoma anti-shared idiotype (S006)"
"655533","MoAbs to human B-cell lymphoma anti-shared idiotype (S008A)"
"655534","MoAbs to human B-cell lymphoma anti-shared idiotype (S011A)"
"655535","MoAbs to human B-cell lymphoma anti-shared idiotype (S012)"
"655536","MoAbs to human B-cell lymphoma anti-shared idiotype (S016)"
"655537","MoAbs to human B-cell lymphoma anti-shared idiotype (S017)"
"655538","MoAbs to human B-cell lymphoma anti-shared idiotype (S018)"
"655539","MoAbs to human B-cell lymphoma anti-shared idiotype (S021A)"
"655540","MoAbs to human B-cell lymphoma anti-shared idiotype (S024A)"
"655541","MoAbs to human B-cell lymphoma anti-shared idiotype (S025)"
"655542","MoAbs to human B-cell lymphoma anti-shared idiotype (S027)"
"654781","MoAbs to human B-cell lymphoma anti-shared idiotype (Specifid)"
"734256","Monophosphoryl Lipid A (MPL)"
"675756","Montanide ISA 51"
"737063","Montanide ISA 51 VG"
"11411","Morphine"
"11441","Morphine sulfate"
"695238","Motexafin gadolinium (Xcytrin)"
"695239","Motexafin lutetium"
"725281","Multivitamin"
"373363","Murine MoAb to B-lymphoma idiotype (BL-3-GD)"
"632307","Murine Monoclonal Antibody 225 (Anti-EGF Receptor IgGI) (HYBRITECH)"
"724229","Mycophenolate mofetil (Cellcept)"
"678327","Myeloma IG ID Vaccine-KLH"
"3138","N, N-Dimethylacetamide (DMA)"
"48400","N-Methyldihydro E-73"
"3051","N-Methylformamide"
"51045","N-acetylcolchinol"
"58404","N-diazoacetylglycine hydrazide"
"683245","N-methylarginine (NMA)"
"622283","N2 retroviral vector with Neo(R) gene insert"
"724850","NA17 Peptide (Amino acid sequence VLPDVFIRCV)"
"734957","NY-ESO-1:119-143 Peptide"
"70735","Nafoxidine hydrochloride"
"23162","Nandrolone phenylpropionate (Durabolin)"
"651016","Naphthalenedisulfonic acid derivative"
"63445","Narangomycin"
"609472","Natural Marine Laminin Fragments"
"608210","Navelbine ditartrate"
"722664","Nelfinavir"
"641530","Nevirapine"
"5065","Nicotine"
"97238","Nicotine bitartrate"
"741859","Nicotine polacrilex"
"684588","Nilutamide"
"69948","Nortestosterone acetate"
"637037","O-6-Benzylguanine"
"688653","ONYX-015 (E1B-Attenuated Adenovirus)"
"718781","OSI-774 (erlotinib; Tarceva)"
"266046","OXALIplatin (Eloxatin)"
"729280","Obatoclax mesylate (GX15-070MS)"
"671663","Octreotide acetate (Sandostatin)"
"727071","Ofloxacin (Floxin)"
"38270","Olivomycin A (Bristol A-649, antibiotic A-649-22)"
"711675","Oncovax-ID/IL-2 Vaccine"
"722848","Oprelvekin (InterLEUKIN-11; Neumega)"
"618843","Orthoclone OKT 3 (Muromonab-CD3)"
"67068","Oxandrolone"
"33001","Oxylone"
"720270","PA2024 (PAP/GM-CSF)-Loaded Dendritic Cell Vaccine (Provenge)"
"736510","PADRE Peptide (Pan-DR Epitope: aKXVAAWTLKAAaZC)"
"224131","PALA"
"727027","PANVAC-F [Recombinant Fowlpox-CEA(D609)/MUC1(L93)/TRICOM]"
"727026","PANVAC-V [Recombinant Vaccinia-CEA(D609)/MUC1(L93)/TRICOM]"
"658895","PCLUS 3-18MN"
"663850","PCLUS 6.1-18MN"
"95466","PCNU"
"659805","PEG 400 Diluent"
"651935","PEG Diluent"
"625376","PEG IL-2 (Cetus)"
"624239","PEG-L-asparaginase"
"644954","PEG-L-asparaginase (K-H)"
"641159","PET"
"714743","PG13/LNc8 Retroviral Transduced Cloned T-cells"
"645014","PIXY321 (Recombinant human analog GM-CSF/IL-3 fusion protein)"
"79269","PN401 (triacetyluridine)"
"717111","PR-147 (p53:264-272) Peptide"
"730560","PR-151 Peptide [p53:FrSh134 (LPTGQDL)]"
"706865","PR-18 (ras-12CYS) Peptide"
"706866","PR-54 (ras-13ASP) Peptide"
"706862","PR5V10 (ras-12VAL) Peptide"
"706863","PR6V10 (ras-12ASP) Peptide"
"706864","PR7V10 (ras-12ALA) Peptide"
"697729","PROSTVAC (rV-PSA; Recombinant Vaccinia-PSA)"
"717171","PROSTVAC-F/TRICOM [Recombinant Fowlpox-PSA(L155)/TRICOM]"
"717170","PROSTVAC-V/TRICOM [Recombinant Vaccinia-PSA(L155)/TRICOM]"
"681239","PS-341 (bortezomib; Velcade)"
"694156","PSA-OP Peptide (PSA Oligoepitope Peptide)"
"694155","PSA:154-163 Peptide (PSA-3)"
"722932","PSA:154-163(155L) Peptide"
"648265","PSC-833"
"716314","PSMA Peptide"
"719335","PTK787/ZK 222584"
"700553","PV701"
"722134","PX-866"
"726630","PXD 101"
"688096","PXFK (PAX3/FKHR) peptide"
"673089","Paclitaxel (Taxol)"
"715074","Paclitaxel / Polilactofate (Paclimer Microspheres)"
"736631","Paclitaxel protein-bound particles (albumin-bound) (Abraxane)"
"52947","Pactamycin"
"740548","Palifermin (Kepivance)"
"725175","Palladium 103"
"743769","Palonosetron hydrochloride (Aloxi)"
"720699","Pamidronate disodium"
"741647","Panax quinquefolius (American ginseng)"
"742319","Panitumumab"
"136630","Papaverine"
"676418","Pc-4 (Silicone phthalocyanine)"
"725961","Pegfilgrastim (Neulasta)"
"729130","Peginterferon alfa-2a (Pegasys)"
"720033","Peginterferon alfa-2b (PEG-Intron)"
"698037","Pemetrexed (Alimta; LY231514)"
"338720","Penclomedine"
"118742","Pentamethylmelamine hydrochloride"
"9921","Pentamidine"
"620107","Pentamidine isethionate"
"626201","Pentosan polysulfate"
"218321","Pentostatin (deoxycoformycin, dCF)"
"728927","Peptide-Tet"
"639966","Perifosine"
"641066","Perillyl alcohol"
"740102","Pertuzumab"
"104469","Phenesterin"
"35752","Phenol, (.+-.)-4,4'-(1,2-diethylethylene)di-"
"8722","Phenytoin"
"85043","Phetharbital"
"644955","Phosphate buffer, 0.01M, pH 6.5"
"69945","Phosphoramide mustard"
"328426","Phyllanthoside"
"322921","Pibenzimol hydrochloride"
"5746","Pilocarpine hydrochloride"
"318502","Pimonidazole hydrochloride"
"135758","Piperazinedione"
"333054","Pirarubicin"
"351521","Piritrexim"
"349174","Piroxantrone"
"731412","Plasmid DNA Vaccine Encoding Mouse Tyrosinase Related Protein-2 (TYRP2)"
"731759","Pneumococcal 7-Valent Conjugate Vaccine (Prevnar)"
"722400","Pneumococcal Vaccine, Polyvalent (Pneumovax 23)"
"714372","Polifeprosan 20 with Carmustine Implant (Gliadel Wafer)"
"609390","Poly AU"
"120949","Poly IC"
"301463","Poly ICLC"
"727256","Polyvinyl Alcohol (PVA)"
"603062","Porfimer sodium (Photofrin)"
"56410","Porfiromycin"
"9151","Prednisolone"
"10023","Prednisone"
"19609","Pregn-4-ene-3,20-dione, 21-fluoro-11.beta., 17-dihydroxy-"
"17256","Pregn-4-ene-trione"
"14976","Primaquine"
"700909","Prinomastat (AG3340)"
"77213","Procarbazine"
"715819","Progenipoetin"
"19622","Progesterone, 21-fluoro-11.beta.,17-dihydroxy-6.alpha.-methyl-"
"69680","Propyleneglycol"
"166100","Prospidin"
"165560","Prostaglandin E2 (PGE2)"
"698102","Proteinase 3:PR1 Peptide"
"733967","Proteinase 3:PR1 Peptide-pulsed Allogeneic Peripheral Blood CTL's"
"600665","Pseudomonas exotoxin conjugated anti-Tac MoAb"
"56054","Pseudourea, 2,2'-(9, 10-anthrylenedimethylene)bis[2-thio-, dihydrochloride"
"46015","Pyran polymer"
"361456","Pyrazine diazohydroxide"
"143095","Pyrazofurin"
"45410","Pyrazole"
"51143","Pyrazolo imidazole"
"366140","Pyrazoloacridine"
"36225","Pyridoxine (Vitamin B6)"
"618943","Pyrimethamine/Sulfadoxine (Fansidar)"
"44690","Pyronine B, purified"
"696085","Pyroxamide"
"679689","QS-21 (Stimulon)"
"638352","Quinobene"
"607097","Quinocarmycin analog (DX-52-1)"
"63346","Quinoline, 4-[p-(dimethylamino)styryl]-, monohydrochloride"
"632821","R-Verapamil hydrochloride"
"702818","R115777 (tipifarnib, Zarnestra)"
"742317","R406/778 (Rigel)"
"733504","RAD001"
"667938","RAS Peptide ASP [ras:5-17(12 Asp)]"
"667937","RAS Peptide CYS [ras:5-17(12 Cys)]"
"665824","RAS Peptide VAL [ras:5-17(12 Val)]"
"659641","RASVAC-C  [Ras (cis-12) vaccinia vaccine]"
"659640","RASVAC-V  [Ras (val-12) vaccinia vaccine]"
"741417","RFB4-SMPT-dgA Immunotoxin"
"697726","RH1"
"722758","RSR13 (efaproxiral)"
"706725","Raloxifene (Evista)"
"226080","Rapamycin"
"721631","Rasburicase (SR 29142; Urate oxidase; Elitek)"
"734866","Recombinant Human Interleukin-7 (CYT 99 007)"
"729741","Recombinant NY-ESO-1 Protein"
"373361","Recombinant beta interFERON, human (Betaseron)"
"648119","Recombinant human growth hormone (rhGH)"
"600662","Recombinant human interFERON gamma (Actimmune-Genentech)"
"373360","Recombinant interFERON gamma (Immuneron)"
"659771","Recombinant transforming growth factor- beta 2 (rTGF-B2); Celtrix"
"733603","Renal Tumor-Reactive Autologous Peripheral Blood Lymphocytes (PBL)"
"733602","Renal Tumor-Reactive Autologous Tumor Infiltrating Lymphocytes (TIL)"
"729968","Reolysin (Reovirus Serotype 3 - Dearing Strain)"
"53398","Restrictocin"
"332598","Rhizoxin"
"649688","Rhizoxin Diluent"
"163039","Ribavirin"
"133100","Rifamycin"
"722598","Risedronate sodium (Actonel)"
"693184","Ritonavir (Norvir)"
"687451","Rituximab (MoAb C2B8 anti CD20, chimeric)"
"720256","Rofecoxib (Vioxx)"
"717764","Rosiglitazone (Avandia)"
"727990","SB-715992 (ispinesib)"
"719275","SB-AS02B Adjuvant"
"722760","SBIL-2 Transduced Autologous Tumor-Infiltrating Lymphocytes"
"719467","SCH 66336"
"718296","SCH58500"
"713219","SGN-00101 (HspE7)"
"715054","SGN-15"
"731636","SGN-30"
"727404","SIR-Spheres (yttrium-90 microspheres)"
"694501","SJG-136"
"724908","SL11093"
"685403","SMS 201-995 PA LAR (octreotide pamoate)"
"719334","SPI-77"
"722041","SQ-109"
"726388","SS1(dsFv) PE38"
"716051","STI571 (imatinib, Gleevec)"
"696819","SU5416 (Sugen 5416)"
"702827","SU6668 (Sugen)"
"714503","Safingol"
"741196","Samarium Sm 153 Lexidronam (Quadramet)"
"65346","Sangivamycin"
"143648","Sangivamycin hydrochloride"
"77472","Saponaria officinalis compound"
"722663","Saquinavir"
"364432","SarCNU"
"95441","Semustine (methyl CCNU)"
"744009","Sildenafil citrate"
"657802","Sodium Phenylbutyrate"
"38583","Sodium diethyldithiocarbamate (DDTC)"
"77385","Sodium fluoride"
"3039","Sodium phenylacetate"
"45624","Sodium thiosulfate"
"139105","Soluble Baker's Antifol (BAF, triazinate)"
"59729","Sparsomycin"
"192965","Spirogermanium hydrochloride"
"172112","Spiromustine (spirohydantoin mustard)"
"150399","Spironolactone"
"311056","Spiroplatin (TN 06)"
"163661","Stavudine"
"653545","Stem cell factor, recombinant methionyl human (Amgen)"
"1","Sterile HCl  0.01N"
"734695","Sterile Talc, USP"
"6","Steriod suspending vehicle"
"618121","Stilbene aldehyde"
"45383","Streptonigrin"
"45384","Streptonigrin, methyl ester"
"85998","Streptozotocin"
"721349","Strontium-89 (Metastron)"
"619858","Succinylated concanavalin A (SCA)"
"645012","Sulofenur (LY186641)"
"736511","Sunitinib malate (SU011248 L-malate; Sutent)"
"34936","Suramin"
"742276","Survivin:96-104(97M) (Sur1M2)"
"709399","Synerlip p53"
"356464","T101 MoAb (anti-human T-lymphocyte antigen 65)"
"740703","TARP:27-35 Peptide"
"740704","TARP:29-37(37V) Peptide"
"678893","TBC-CEA (Recombinant Vaccinia-CEA)"
"649024","TBC-CEA-contaminated with BVDV"
"332488","TGU"
"612241","TI0I MoAb F(AB')2 conjugated to DTPA"
"82196","TIC-Mustard"
"637656","TIL transduced with TNF gene (Retrovirus vector TNF-NeoR-GTI)"
"36354","TMCA"
"636228","TNF transduced TIL (PA 317/LTNFSN-Cetus)"
"642492","TNP-470 (Fumagillin analog)"
"726586","TP-38"
"720621","TRP-2: 180-188 Peptide"
"699052","TRP1(0RF3):1-9 Peptide"
"717865","Tacrolimus"
"729898","Talampanel (GYKI-53773)"
"712783","Talotrexin ammonium (Talvesta; PT523)"
"180973","Tamoxifen (Nolvadex)"
"125973","Taxol (Old NSC)"
"734903","Technescan Sulfur Colloid (Kit for Technetium Tc 99m Sulfur Colloid)"
"148958","Tegafur (ftorafur)"
"720002","Telomerase:540-548 Peptide (hTERT I540)"
"362856","Temozolomide"
"142784","Tempol"
"122819","Teniposide (VM-26)"
"57155","Terephthalamidine"
"296934","Teroxirone"
"600011","Tesmilifene hydrochloride"
"23759","Testolactone"
"17591","Testosterone enanthate"
"722666","Tetanus toxoid"
"108579","Tetracycline"
"112907","Tetrahydrouridine"
"363812","Tetraplatin"
"68075","Thalicarpine"
"66847","Thalidomide (Thalomid)"
"2066","Theophylline"
"45409","Thiocarzolamide"
"752","Thioguanine (6-TG)"
"4911","Thioinosine (6-MPR)"
"6396","Thiotepa"
"21548","Thymidine"
"645363","Thymopentin (Timunox)"
"350391","Thymosin Fraction 5"
"337793","Thymosin alpha 1"
"286193","Tiazofurin"
"130181","Tirapazamine"
"609699","Topotecan"
"613680","Toremifene citrate (Fareston)"
"715813","Tositumomab and Iodine I-131 Tositumomab (Bexxar)"
"63701","Toyocamycin"
"722333","Transferrin-doxorubicin conjugate"
"688097","Trastuzumab (Herceptin)"
"740655","Traumeel-S"
"122758","Tretinoin (all-trans retinoic acid, ATRA)"
"724593","TriAb (11D10 IgG Anti-idiotype Monoclonal Antibody / Alu Gel)"
"724594","TriGem (1A7 IgG Anti-idiotype Monoclonal Antibody / Alu Gel)"
"663249","Triapine"
"661583","Tributyrin"
"311042","Trichostatin A"
"280594","Triciribine phosphate"
"75520","Trifluridine"
"283162","Trimelamole"
"106568","Trimethoprim"
"352122","Trimetrexate glucuronate"
"724666","Triptorelin pamoate"
"83265","Tritylcysteine"
"56408","Tubercidin"
"697068","Tumor Necrosis Factor (TNF-alpha) (Boehringer Ingelheim / R&D Systems)"
"624335","Tumor cell vaccine plus BCG"
"606515","Tumor necrosis factor, recombinant (Cetus)"
"604175","Tumor necrosis factor, recombinant human (Genentech)"
"635257","Tumor necrosis factor, recombinant human (Knoll)"
"60387","Tylocrebrin"
"731580","Tyrosinase Peptide (HLA-B44-restricted)"
"731579","Tyrosinase:146-156 Peptide"
"699050","Tyrosinase:206-214 Peptide"
"734953","Tyrosinase:207-215 Peptide"
"699049","Tyrosinase:240-251(244S) Peptide"
"699048","Tyrosinase:368-376(370D) Peptide"
"734956","Tyrosinase:450-462 Peptide"
"638850","UCN-01"
"684151","Unconjugated lymphoma IG ID vaccine"
"684150","Unconjugated myleoma IG ID vaccine"
"615985","Uniroyal Compound"
"629243","Uniroyal Jr. (UC 38)"
"719164","Uracil / Tegafur (UFT)"
"744011","Urea/Lactic acid"
"20256","Uridine"
"740196","VEGF-Antisense Oligonucleotide (VEGF-AS; Veglin)"
"724770","VEGF-Trap"
"731008","VHL-42: 65-76(V74G) Peptide"
"731009","VHL-59: 116-128(FrSh 116-128) Peptide"
"720620","VHL2 (Y12M) Peptide"
"734246","VNP40101M (Cloretazine)"
"743412","Valerian (Valeriana officinalis)"
"93819","Valproic Acid"
"256325","Verapamil hydrochloride"
"404241","Vidarabine (Ara-A)"
"49842","VinBLAStine sulfate"
"67574","VinCRIStine sulfate"
"245467","Vindesine"
"743736","Vinflunine ditartrate (Javlor)"
"62792","Vitamin D"
"701852","Vorinostat (suberoylanilide hydroxamic acid; SAHA)"
"999000","Vortex Mixer"
"59813","Warfarin (Coumadin)"
"718736","Wild Type and Mutant MGMT Vector"
"698215","XK469R"
"655649","XL119 (becatecarin, rebeccamycin analog)"
"620860","Xomazyme-CD5 plus"
"102627","Yoshi 864"
"715055","ZD1839 (gefitinib, Iressa)"
"309132","Zebularine"
"602670","Zidovudine (AZT)"
"730712","Zileuton (Zyflo)"
"157365","Zinostatin"
"721517","Zoledronic acid (zolendronate, Zometa)"
"164011","Zorubicin hydrocholride (rubidazone)"
"725086","Zosuquidar trihydrohloride (LY335979)"
"734904","[F-18]-EF5"
"46401","alpha-Sarcin"
"708479","gp100 + GM-CSF cDNA / GOLD (Plasmid Vectors pWRG1644 / pWRG3218)"
"723494","gp100 Peptide-Sensitized Autologous T cells (CD4+ and CD8+)"
"726453","gp100 Protein (184V)"
"708477","gp100 cDNA / gold (Plasmid Vector pWRG1644)"
"702980","gp100 plasmid DNA (VCL-4951)"
"731216","gp100-Reactive Autologous Peripheral Blood Lymphocytes (PBL)"
"731217","gp100-Reactive Autologous Tumor Infiltrating Lymphocytes (TIL)"
"672644","gp100-pulsed peripheral blood mononuclear cells"
"676540","gp100:154-162 Peptide"
"699051","gp100:17-25 Peptide"
"676541","gp100:209-217 Peptide"
"683472","gp100:209-217(210M) Peptide"
"676539","gp100:280-288 Peptide"
"683473","gp100:280-288(288V) Peptide"
"711196","gp100:44-59 Peptide"
"732518","gp100:614-622 Peptide"
"731576","gp100:87-95 Peptide"
"705434","gp100:ES209-217(210M) Peptide"
"742274","hTERT:572-580(572Y) (hTERT R572Y)"
"742275","hTERT:988-997(988Y) (hTERT D988Y)"
"27381","m-DL-Sarcolysin"
"57199","o-DL-Sarcolysin (o-phenylalanine mustard)"
"709933","pNGVL3-hIL12 (IL-12 DNA)"
"674307","r-baculo PSA protein (PRI/Dyncorp)"
"679008","rF-B7.1 (Recombinant Fowlpox-B7.1)"
"710068","rF-CEA(6D)/TRICOM [Recombinant Fowlpox-CEA(6D)/TRICOM]"
"707299","rF-GM-CSF (Recombinant Fowlpox GM-CSF)"
"673926","rF-MART-1 vaccine"
"710659","rF-MUC-1(DF3)/TRICOM"
"707298","rF-MUC-1/B7.1 (Recombinant Fowlpox-MUC-1/B7.1)"
"697854","rF-Mgp100 (Recombinant Fowlpox-Mgp100)"
"694450","rF-PSA (Recombinant Fowlpox-PSA)"
"711153","rF-PSA/PSMA/TRICOM"
"710658","rF-TRICOM (Recombinant Fowlpox-TRICOM)"
"702141","rF-TYR (Recombinant Fowlpox Tyrosinase)"
"673927","rF-gp100 (Recombinant Fowlpox-gp100)"
"702139","rF-gp100P209 (Recombinant Fowlpox-gp100P209)"
"696600","rHu CD40 Ligand"
"711154","rMVA-PSA/PSMA/TRICOM"
"649203","rV CEA vaccine"
"677071","rV-B7 (murine)"
"699018","rV-B7.1 (Recombinant Vaccinia-B7.1)"
"710067","rV-CEA(6D)/TRICOM [Recombinant Vaccinia-CEA(6D)/TRICOM]"
"719207","rV-GM-CSF (Recombinant Vaccinia GM-CSF)"
"674302","rV-MART-1 vaccine"
"694449","rV-MUC-1 (Recombinant Vaccinia MUC-1)"
"669024","rV-MUC-1/B7 (recombinant vaccinia); Therion"
"697853","rV-Mgp100 (Recombinant Vaccinia-Mgp100)"
"659642","rV-PSA (PROSTVAC) contaminated with BVDV"
"678892","rV-PSA vaccine"
"702143","rV-PSA/PSMA (Recombinant Vaccinia-PSA/PSMA)"
"708039","rV-TRICOM (Recombinant Vaccinia-TRICOM)"
"704363","rV-TRP1 (Recombinant Vaccinia-Tyrosinase-Related Protein-1)"
"702140","rV-TYR (Recombinant Vaccinia Tyrosinase)"
"674303","rV-gp100 (Recombinant Vaccinia-gp100)"
"702138","rV-gp100P209 (Recombinant Vaccinia-gp100P209)"
